name,slug,province_id
اشنویه,اشنویه,2
ایواوغلی,ایواوغلی,2
آواجیق,آواجیق,2
باروق,باروق,2
بازرگان,بازرگان,2
بوکان,بوکان,2
پلدشت,پلدشت,2
پیرانشهر,پیرانشهر,2
تازه شهر,تازه-شهر,2
تکاب,تکاب,2
چهاربرج,چهاربرج,2
خوی,خوی,2
دیزج دیز,دیزج-دیز,2
ربط,ربط,2
سردشت,آذربایجان-غربی-سردشت,2
سرو,سرو,2
سلماس,سلماس,2
سیلوانه,سیلوانه,2
سیمینه,سیمینه,2
سیه چشمه,سیه-چشمه,2
شاهین دژ,شاهین-دژ,2
شوط,شوط,2
فیرورق,فیرورق,2
قره ضیاءالدین,قره-ضیاءالدین,2
قطور,قطور,2
قوشچی,قوشچی,2
کشاورز,کشاورز,2
گردکشانه,گردکشانه,2
ماکو,ماکو,2
محمدیار,محمدیار,2
محمودآباد,آذربایجان-غربی-محمودآباد,2
مهاباد,آذربایجان-غربی-مهاباد,2
میاندوآب,میاندوآب,2
میرآباد,میرآباد,2
نالوس,نالوس,2
نقده,نقده,2
نوشین,نوشین,2
اردبیل,اردبیل,3
اصلاندوز,اصلاندوز,3
آبی بیگلو,آبی-بیگلو,3
بیله سوار,بیله-سوار,3
پارس آباد,پارس-آباد,3
تازه کند,تازه-کند,3
تازه کندانگوت,تازه-کندانگوت,3
جعفرآباد,جعفرآباد,3
خلخال,خلخال,3
رضی,رضی,3
سرعین,سرعین,3
عنبران,عنبران,3
فخرآباد,فخرآباد,3
کلور,کلور,3
کوراییم,کوراییم,3
گرمی,گرمی,3
گیوی,گیوی,3
لاهرود,لاهرود,3
مشگین شهر,مشگین-شهر,3
نمین,نمین,3
نیر,اردبیل-نیر,3
هشتجین,هشتجین,3
هیر,هیر,3
ابریشم,ابریشم,4
ابوزیدآباد,ابوزیدآباد,4
اردستان,اردستان,4
اژیه,اژیه,4
اصفهان,اصفهان,4
افوس,افوس,4
انارک,انارک,4
ایمانشهر,ایمانشهر,4
آران وبیدگل,آران-وبیدگل,4
بادرود,بادرود,4
باغ بهادران,باغ-بهادران,4
بافران,بافران,4
برزک,برزک,4
برف انبار,برف-انبار,4
بهاران شهر,بهاران-شهر,4
بهارستان,بهارستان,4
بوئین و میاندشت,بوئین-میاندشت,4
پیربکران,پیربکران,4
تودشک,تودشک,4
تیران,تیران,4
جندق,جندق,4
جوزدان,جوزدان,4
جوشقان و کامو,جوشقان-کامو,4
چادگان,چادگان,4
چرمهین,چرمهین,4
چمگردان,چمگردان,4
حبیب آباد,حبیب-آباد,4
حسن آباد,اصفهان-حسن-آباد,4
حنا,حنا,4
خالدآباد,خالدآباد,4
خمینی شهر,خمینی-شهر,4
خوانسار,خوانسار,4
خور,اصفهان-خور,4
خورزوق,خورزوق,4
داران,داران,4
دامنه,دامنه,4
درچه,درچه,4
دستگرد,دستگرد,4
دهاقان,دهاقان,4
دهق,دهق,4
دولت آباد,اصفهان-دولت-آباد,4
دیزیچه,دیزیچه,4
رزوه,رزوه,4
رضوانشهر,اصفهان-رضوانشهر,4
زاینده رود,زاینده-رود,4
زرین شهر,زرین-شهر,4
زواره,زواره,4
زیباشهر,زیباشهر,4
سده لنجان,سده-لنجان,4
سفیدشهر,سفیدشهر,4
سگزی,سگزی,4
سمیرم,سمیرم,4
شاهین شهر,شاهین-شهر,4
شهرضا,شهرضا,4
طالخونچه,طالخونچه,4
عسگران,عسگران,4
علویجه,علویجه,4
فرخی,فرخی,4
فریدونشهر,فریدونشهر,4
فلاورجان,فلاورجان,4
فولادشهر,فولادشهر,4
قمصر,قمصر,4
قهجاورستان,قهجاورستان,4
قهدریجان,قهدریجان,4
کاشان,کاشان,4
کرکوند,کرکوند,4
